"title","company","location","link","description","category"
"Cloud Solution Architect Manager - AI Business Solutions and Security","Microsoft Corporation","Washington, District of Columbia","https://www.dice.com/job-detail/2bc01024-6bf8-469a-840b-19506295edd4","Microsoft Corporation

Apply Now
Cloud Solution Architect Manager - AI Business Solutions and Security

Washington, District of Columbia

•

Today

Join Microsoft's US Public Sector Industries DIB Team-where mission meets innovation. The Defense Industrial Base (DIB) Operating Unit (OU) is a newly formed team with a bold mission: to consolidate, simplify, and accelerate Microsoft's presence across the DIB landscape. This expansive network includes over 100,000 organizations specializing in manufacturing, aviation, cybersecurity, and more-all united in their support of all Federal Agencies, including the U.S. Department of Defense and other

Full-time

USD 130,900.00 - 251,900.00 per year","Other US AI"
"Lead AI Software Architect","Microsoft Corporation","Redmond, Washington","https://www.dice.com/job-detail/9b2fdcbd-0a9e-40d5-b19a-1967a39f1a8a","Microsoft Corporation

Apply Now
Lead AI Software Architect

Redmond, Washington

•

Today

Do you want to be at the forefront of innovating the latest Inference systems to propel Microsoft's cloud growth? Are you seeking a unique career opportunity that combines technical capabilities, cross team collaboration, with business insight and strategy? Microsoft's mission is to empower every person and every organization on the planet to achieve more. As employees, we come together with a growth mindset, innovate to empower others, and collaborate to achieve our shared goals. Each day we b

Full-time

USD 163,000.00 - 296,400.00 per year","Other US AI"
"Senior AI/SW Engineer (Orlando)","Lockheed Martin Corporation","Orlando, Florida","https://www.dice.com/job-detail/cf244bcf-b7c9-446c-a24a-41b48a56daa4","Lockheed Martin Corporation

Apply Now
Senior AI/SW Engineer (Orlando)

Orlando, Florida

•

Today

Job Description Are you ready to join a team that's pushing the boundaries of Artificial Intelligence and making a real impact in the industry? The Lockheed Martin Artificial Intelligence Center (LAIC) team is seeking a highly skilled and motivated individual to support the Applied AI team and specifically the Cognitive Modules portfolio. As a key member of our team, you'll have the opportunity to work on a broad range of projects, from prototypes to deployment, and contribute to the developmen

Full-time

USD 104,900.00 - 184,920.00 per year","Other US AI"
"A/AI Research Engineer Mgr","Lockheed Martin Corporation","Cope, Colorado","https://www.dice.com/job-detail/cf5bc352-ac79-4479-bb03-f6a67748d6a6","Lockheed Martin Corporation

Apply Now
A/AI Research Engineer Mgr

Cope, Colorado

•

Today

Job Description Are you a visionary leader with a passion for artificial intelligence, machine learning, and full stack engineering? Do you have a proven track record of driving innovation and delivering results in a fast-paced environment? The Lockheed Martin Artificial Intelligence Center (LAIC) - AI Consulting team is seeking a highly experienced Technical Manager to lead a team of AI/ML engineers in the development and deployment of artificial intelligence and machine learning solutions. Th

Full-time

USD 150,800.00 - 265,880.00 per year","Other US AI"
"Principal AI Engineering Manager","Microsoft Corporation","Redmond, Washington","https://www.dice.com/job-detail/c63334fc-6d25-40f7-bb53-f8a7122578b0","Microsoft Corporation

Apply Now
Principal AI Engineering Manager

Redmond, Washington

•

Today

Security represents the most critical priorities for our customers in a world awash in digital threats, regulatory scrutiny, and estate complexity. Microsoft Security aspires to make the world a safer place for all. We want to reshape security and empower every user, customer, and developer with a security cloud that protects them with end to end, simplified solutions. The Microsoft Security organization accelerates Microsoft's mission and bold ambitions to ensure that our company and industry i

Full-time

USD 163,000.00 - 296,400.00 per year","Other US AI"
"Director, Software Engineering - Enterprise AI for Operations","Travelers","Hybrid in Hartford, Connecticut","https://www.dice.com/job-detail/1f568b6f-3642-458b-b70a-a0492cb04ae0","Travelers

Apply Now
Director, Software Engineering - Enterprise AI for Operations

Hybrid in Hartford, Connecticut

•

Today

Who Are We? Taking care of our customers, our communities and each other. That's the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it. Compensation Overview The annual base salary range provided for this position is a nationwide market range and re

Full-time

USD 135,700.00 - 223,900.00 per year","Other US AI"
"Principal Software Engineer- Teams AI","Microsoft Corporation","Mountain View, California","https://www.dice.com/job-detail/ecea3619-9743-4563-a111-4a8613a346be","Microsoft Corporation

Apply Now
Principal Software Engineer- Teams AI

Mountain View, California

•

Today

Microsoft Teams is the new chat-based application in Office 365. It's a hub for teamwork, giving teams instant access to everything they need right in Office 365. Microsoft Teams is the canvas that keeps all your content, tools, people, and conversations together in one place. It is the hottest product at Microsoft and we're on course to disrupt the team collaboration space. You will also have the opportunity to work on generative AI, LLM, and world class AI stack that power Team's Copilot and o

Full-time

USD 139,900.00 - 274,800.00 per year","Other US AI"
"Senior Manager, Data Engineering","Navy Federal Credit Union","Hybrid in Vienna, Virginia","https://www.dice.com/job-detail/1b53e9f3-6594-473e-b8d9-c4ae3430fe38","Navy Federal Credit Union

Apply Now
Senior Manager, Data Engineering

Hybrid in Vienna, Virginia

•

Today

Overview To plan and manage architecture and design of enterprise data and analytics platform, data engineering teams and strategic initiatives that ensure data management practices align with organizational goals. The Senior Manager provides leadership and direction through managers and is accountable for the performance and results of related teams and/or functions. Supports executive leadership in defining organizational goals and strategic plans and translates strategic vision into policies

Sponsored

Full-time","Other US AI"
"Assistant Vice President, Cognitive Engineering Products and Services (Gen AI)","Navy Federal Credit Union","Hybrid in Vienna, Virginia","https://www.dice.com/job-detail/a63c010e-6015-4849-9637-00bcecafba8c","Navy Federal Credit Union

Apply Now
Assistant Vice President, Cognitive Engineering Products and Services (Gen AI)

Hybrid in Vienna, Virginia

•

Today

Overview The Assistant Vice President (AVP) of Cognitive Engineering is a senior leader within the Enterprise Data and Information Management (EDIM) organization, responsible for shaping and executing Navy Federal Credit Union's enterprise strategy for data science, advanced analytics, and applied artificial intelligence (AI). This key role leads the AI Center for Enablement, driving innovation, operational excellence, and the development of scalable AI capabilities. AVP plays a pivotal role in

Sponsored

Full-time","Other US AI"
"Data Scientist","Redhorse Corporation","Tampa, Florida","https://www.dice.com/job-detail/811bdd24-0dac-4ff8-b222-605553c2c28d","Redhorse Corporation

Apply Now
Data Scientist

Tampa, Florida

•

Today

About the Organization Now is a great time to join Redhorse Corporation. We are a solution-driven company delivering data insights and technology solutions to customers with missions critical to U.S. national interests. We're looking for thoughtful, skilled professionals who thrive as trusted partners building technology-agnostic solutions and want to apply their talents supporting customers with difficult and important mission sets. About the Role Redhorse Corporation is seeking a highly ski

Sponsored

Full-time","Other US AI"
"Director, Data Engineering (Machine Learning Observability Lead)","Travelers","Hybrid in Hartford, Connecticut","https://www.dice.com/job-detail/c71b6703-df59-45ad-977a-3387a5bf6070","Travelers

Apply Now
Director, Data Engineering (Machine Learning Observability Lead)

Hybrid in Hartford, Connecticut

•

Today

Who Are We? Taking care of our customers, our communities and each other. That's the Travelers Promise. By honoring this commitment, we have maintained our reputation as one of the best property casualty insurers in the industry for over 160 years. Join us to discover a culture that is rooted in innovation and thrives on collaboration. Imagine loving what you do and where you do it. Compensation Overview The annual base salary range provided for this position is a nationwide market range and re

Full-time

USD 135,700.00 - 223,900.00 per year","Other US AI"
